Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
259,166,Ledian,Five Star Pokemon,NULL,NULL,NULL,14,356,Bug,Flying,Swarm,Powers up Bugtype moves when the Pokémons HP is low,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Iron Fist,Powers up punching moves,NULL,NULL,50,50,70,Gold,Johto,55,35,50,55,110,85,0,0,0,0,2,0,90,Fast,800000,137,Bug,NULL,15,258,Level 18
260,167,Spinarak,String Spit Pokemon,NULL,NULL,NULL,05,85,Bug,Poison,Swarm,Powers up Bugtype moves when the Pokémons HP is low,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep,Sniper,Powers up moves if they become critical hits when attacking,NULL,NULL,50,50,70,Gold,Johto,40,60,40,40,40,30,0,1,0,0,0,0,255,Fast,800000,50,Bug,NULL,15,NULL,NULL
261,168,Ariados,Long Leg Pokemon,NULL,NULL,NULL,11,335,Bug,Poison,Swarm,Powers up Bugtype moves when the Pokémons HP is low,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep,Sniper,Powers up moves if they become critical hits when attacking,NULL,NULL,50,50,70,Gold,Johto,70,90,70,60,70,40,0,2,0,0,0,0,90,Fast,800000,140,Bug,NULL,15,260,Level 22
262,170,Chinchou,Angler Pokemon,NULL,NULL,NULL,05,120,Water,Electric,Volt Absorb,Restores HP if hit by an Electrictype move instead of taking damage,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,NULL,NULL,50,50,70,Gold,Johto,75,38,38,56,56,67,1,0,0,0,0,0,190,Slow,1250000,66,Water 2,NULL,20,NULL,NULL
263,171,Lanturn,Light Pokemon,NULL,NULL,NULL,12,225,Water,Electric,Volt Absorb,Restores HP if hit by an Electrictype move instead of taking damage,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,NULL,NULL,50,50,70,Gold,Johto,125,58,58,76,76,67,2,0,0,0,0,0,75,Slow,1250000,161,Water 2,NULL,20,262,Level 27
264,175,Togepi,Spike Ball Pokemon,NULL,NULL,NULL,03,15,Fairy,NULL,Hustle,Boosts the Attack stat but lowers accuracy,Serene Grace,Boosts the likelihood of additional effects occurring when attacking,Super Luck,The Pokémon is so lucky that the criticalhit ratios of its moves are boosted,NULL,NULL,875,125,70,Gold,Johto,35,20,65,40,65,20,0,0,0,0,1,0,190,Fast,800000,49,Undiscovered,NULL,10,NULL,NULL
265,176,Togetic,Happiness Pokemon,NULL,NULL,NULL,06,32,Fairy,Flying,Hustle,Boosts the Attack stat but lowers accuracy,Serene Grace,Boosts the likelihood of additional effects occurring when attacking,Super Luck,The Pokémon is so lucky that the criticalhit ratios of its moves are boosted,NULL,NULL,875,125,70,Gold,Johto,55,40,85,80,105,40,0,0,0,0,2,0,75,Fast,800000,142,Flying,Fairy,10,264,NULL
266,177,Natu,Tiny Bird Pokemon,NULL,NULL,NULL,02,20,Psychic,Flying,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Magic Bounce,Reflects status moves instead of getting hit by them,NULL,NULL,50,50,70,Gold,Johto,40,50,45,70,45,70,0,0,0,1,0,0,190,Medium Fast,1000000,64,Flying,NULL,20,NULL,NULL
267,178,Xatu,Mystic Pokemon,NULL,NULL,NULL,15,150,Psychic,Flying,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Magic Bounce,Reflects status moves instead of getting hit by them,NULL,NULL,50,50,70,Gold,Johto,65,75,70,95,70,95,0,0,0,1,0,1,75,Medium Fast,1000000,165,Flying,NULL,20,266,Level 25
278,179,Mareep,Wool Pokemon,NULL,NULL,NULL,06,78,Electric,NULL,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,NULL,NULL,Plus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,NULL,NULL,50,50,70,Gold,Johto,55,40,40,65,45,35,0,0,0,1,0,0,235,Medium Slow,1059860,56,Monster,Field,20,NULL,NULL
279,180,Flaaffy,Wool Pokemon,NULL,NULL,NULL,08,133,Electric,NULL,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,NULL,NULL,Plus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,NULL,NULL,50,50,70,Gold,Johto,70,55,55,80,60,45,0,0,0,2,0,0,120,Medium Slow,1059860,128,Monster,Field,20,278,Level 15
280,181,Ampharos,Light Pokemon,NULL,NULL,NULL,14,615,Electric,NULL,Static,The Pokémon is charged with static electricity so contact with it may cause paralysis,NULL,NULL,Plus,Boosts the Sp Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle,NULL,NULL,50,50,70,Gold,Johto,90,75,85,115,90,55,0,0,0,3,0,0,45,Medium Slow,1059860,230,Monster,Field,20,279,Level 30
283,183,Marill,Aqua Mouse Pokemon,NULL,NULL,NULL,04,85,Water,Fairy,Thick Fat,The Pokémon is protected by a layer of thick fat which halves the damage taken from Fire and Icetype moves,Huge Power,Doubles the Pokémons Attack stat,Sap Sipper,Boosts the Attack stat if hit by a Grasstype move instead of taking damage,NULL,NULL,50,50,70,Gold,Johto,70,20,50,20,50,40,2,0,0,0,0,0,190,Fast,800000,88,Water 1,Fairy,10,426,NULL
284,184,Azumarill,Aqua Rabbit Pokemon,NULL,NULL,NULL,08,285,Water,Fairy,Thick Fat,The Pokémon is protected by a layer of thick fat which halves the damage taken from Fire and Icetype moves,Huge Power,Doubles the Pokémons Attack stat,Sap Sipper,Boosts the Attack stat if hit by a Grasstype move instead of taking damage,NULL,NULL,50,50,70,Gold,Johto,100,50,80,60,80,50,3,0,0,0,0,0,75,Fast,800000,189,Water 1,Fairy,10,283,Level 18
285,185,Sudowoodo,Imitation Pokemon,NULL,NULL,NULL,12,380,Rock,NULL,Sturdy,It cannot be knocked out with one hit Onehit KO moves cannot knock it out either,Rock Head,Protects the Pokémon from recoil damage,Rattled,Dark Ghost and Bugtype moves scare the Pokémon and boost its Speed stat,NULL,NULL,50,50,70,Gold,Johto,70,110,115,30,65,30,0,0,2,0,0,0,65,Medium Fast,1000000,144,Mineral,NULL,20,636,Knowing Mimic
286,186,Politoed,Frog Pokemon,NULL,NULL,NULL,11,339,Water,NULL,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,Drizzle,The Pokémon makes it rain when it enters a battle,NULL,NULL,50,50,70,Gold,Johto,90,75,75,90,100,70,0,0,0,0,3,0,45,Medium Slow,1059860,225,Water 1,NULL,20,982,Kings Rock
287,187,Hoppip,Cottonweed Pokemon,NULL,NULL,NULL,04,05,Grass,Flying,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Leaf Guard,Prevents status conditions in harsh sunlight,Infiltrator,Passes through the opposing Pokémons barrier substitute and the like and strikes,NULL,NULL,50,50,70,Gold,Johto,35,35,40,35,55,50,0,0,0,0,1,0,255,Medium Slow,1059860,50,Fairy,Grass,20,NULL,NULL
288,188,Skiploom,Cottonweed Pokemon,NULL,NULL,NULL,06,10,Grass,Flying,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Leaf Guard,Prevents status conditions in harsh sunlight,Infiltrator,Passes through the opposing Pokémons barrier substitute and the like and strikes,NULL,NULL,50,50,70,Gold,Johto,55,45,50,45,65,80,0,0,0,0,0,2,120,Medium Slow,1059860,119,Fairy,Grass,20,287,Level 18
289,189,Jumpluff,Cottonweed Pokemon,NULL,NULL,NULL,08,30,Grass,Flying,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Leaf Guard,Prevents status conditions in harsh sunlight,Infiltrator,Passes through the opposing Pokémons barrier substitute and the like and strikes,NULL,NULL,50,50,70,Gold,Johto,75,55,70,55,95,110,0,0,0,0,0,3,45,Medium Slow,1059860,207,Fairy,Grass,20,288,Level 27
290,190,Aipom,Long Tail Pokemon,NULL,NULL,NULL,08,115,Normal,NULL,Run Away,Enables a sure getaway from wild Pokémon,Pickup,The Pokémon may pick up the item an opposing Pokémon used during a battle It may pick up items outside of battle too,Skill Link,Maximizes the number of times multistrike moves hit,NULL,NULL,50,50,70,Gold,Johto,55,70,55,40,55,85,0,0,0,0,0,1,45,Fast,800000,72,Field,NULL,20,NULL,NULL
291,191,Sunkern,Seed Pokemon,NULL,NULL,NULL,03,18,Grass,NULL,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Solar Power,Boosts the Sp Atk stat in harsh sunlight but HP decreases every turn,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,NULL,NULL,50,50,70,Gold,Johto,30,30,30,30,30,30,0,0,0,1,0,0,235,Medium Slow,1059860,36,Grass,NULL,20,NULL,NULL
292,192,Sunflora,Sun Pokemon,NULL,NULL,NULL,08,85,Grass,NULL,Chlorophyll,Boosts the Pokémons Speed stat in harsh sunlight,Solar Power,Boosts the Sp Atk stat in harsh sunlight but HP decreases every turn,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,NULL,NULL,50,50,70,Gold,Johto,75,75,55,105,85,30,0,0,0,2,0,0,120,Medium Slow,1059860,149,Grass,NULL,20,291,Sun Stone
293,193,Yanma,Clear Wing Pokemon,NULL,NULL,NULL,12,380,Bug,Flying,Speed Boost,Its Speed stat is boosted every turn,Compound Eyes,The Pokémons compound eyes boost its accuracy,Frisk,When it enters a battle the Pokémon can check an opposing Pokémons held item,NULL,NULL,50,50,70,Gold,Johto,65,65,45,75,45,95,0,0,0,0,0,1,75,Medium Fast,1000000,78,Bug,NULL,20,NULL,NULL
294,194,Wooper,Water Fish Pokemon,NULL,NULL,NULL,04,85,Water,Ground,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Unaware,When attacking the Pokémon ignores the target Pokémons stat changes,NULL,NULL,50,50,70,Gold,Johto,55,45,45,25,25,15,1,0,0,0,0,0,255,Medium Fast,1000000,42,Water 1,Field,20,NULL,NULL
295,195,Quagsire,Water Fish Pokemon,NULL,NULL,NULL,14,750,Water,Ground,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Unaware,When attacking the Pokémon ignores the target Pokémons stat changes,NULL,NULL,50,50,70,Gold,Johto,95,85,85,65,65,35,2,0,0,0,0,0,90,Medium Fast,1000000,151,Water 1,Field,20,294,Level 20
296,196,Espeon,Sun Pokemon,NULL,NULL,NULL,09,265,Psychic,NULL,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,NULL,NULL,Magic Bounce,Reflects status moves instead of getting hit by them,NULL,NULL,875,125,70,Gold,Johto,65,65,60,130,95,110,0,0,0,2,0,0,45,Medium Fast,1000000,184,Field,NULL,35,228,During The Day
297,197,Umbreon,Moonlight Pokemon,NULL,NULL,NULL,10,270,Dark,NULL,Synchronize,The attacker will receive the same status condition if it inflicts a burn poison or paralysis to the Pokémon,NULL,NULL,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,NULL,NULL,875,125,35,Gold,Johto,95,65,110,60,130,65,0,0,0,0,2,0,45,Medium Fast,1000000,184,Field,NULL,35,228,During The Night
298,198,Murkrow,Darkness Pokemon,NULL,NULL,NULL,05,21,Dark,Flying,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep,Super Luck,The Pokémon is so lucky that the criticalhit ratios of its moves are boosted,Prankster,Gives priority to a status move,NULL,NULL,50,50,35,Gold,Johto,60,85,42,85,42,91,0,0,0,0,0,1,30,Medium Slow,1059860,81,Flying,NULL,20,NULL,NULL
299,199,Slowking,Royal Pokemon,NULL,NULL,NULL,20,795,Water,Psychic,Oblivious,The Pokémon is oblivious and that keeps it from being infatuated or falling for taunts,Own Tempo,This Pokémon has its own tempo and that prevents it from becoming confused,Regenerator,Restores a little HP when withdrawn from battle,NULL,NULL,50,50,70,Gold,Johto,95,75,80,100,110,30,0,0,0,0,3,0,70,Medium Fast,1000000,172,Monster,Water 1,20,1319,Kings Rock
324,200,Misdreavus,Screech Pokemon,NULL,NULL,NULL,07,10,Ghost,NULL,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,50,50,35,Gold,Johto,60,60,60,85,85,85,0,0,0,0,1,0,45,Fast,800000,87,Amorphous,NULL,25,NULL,NULL
325,201,Unown,Symbol Pokemon,NULL,NULL,NULL,05,50,Psychic,NULL,Levitate,By floating in the air the Pokémon receives full immunity to all Groundtype moves,NULL,NULL,NULL,NULL,NULL,NULL,0,0,70,Gold,Johto,48,72,48,72,48,48,0,1,0,1,0,0,225,Medium Fast,1000000,118,Undiscovered,NULL,40,NULL,NULL
326,202,Wobbuffet,Patient Pokemon,NULL,NULL,NULL,13,285,Psychic,NULL,Shadow Tag,This Pokémon steps on the opposing Pokémons shadow to prevent it from escaping,NULL,NULL,Telepathy,Anticipates an allys attack and dodges it,NULL,NULL,50,50,70,Gold,Johto,190,33,58,33,58,33,2,0,0,0,0,0,45,Medium Fast,1000000,142,Amorphous,NULL,20,488,Level 15
327,203,Girafarig,Long Neck Pokemon,NULL,NULL,NULL,15,415,Normal,Psychic,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Sap Sipper,Boosts the Attack stat if hit by a Grasstype move instead of taking damage,NULL,NULL,50,50,70,Gold,Johto,70,80,65,90,65,85,0,0,0,2,0,0,60,Medium Fast,1000000,159,Field,NULL,20,NULL,NULL
328,204,Pineco,Bagworm Pokemon,NULL,NULL,NULL,06,72,Bug,NULL,Sturdy,It cannot be knocked out with one hit Onehit KO moves cannot knock it out either,NULL,NULL,Overcoat,Protects the Pokémon from things like sand hail and powder,NULL,NULL,50,50,70,Gold,Johto,50,65,90,35,35,15,0,0,1,0,0,0,190,Medium Fast,1000000,58,Bug,NULL,20,NULL,NULL
329,205,Forretress,Bagworm Pokemon,NULL,NULL,NULL,12,1258,Bug,Steel,Sturdy,It cannot be knocked out with one hit Onehit KO moves cannot knock it out either,NULL,NULL,Overcoat,Protects the Pokémon from things like sand hail and powder,NULL,NULL,50,50,70,Gold,Johto,75,90,140,60,60,40,0,0,2,0,0,0,75,Medium Fast,1000000,163,Bug,NULL,20,328,Level 31
330,206,Dunsparce,Land Snake Pokemon,NULL,NULL,NULL,15,140,Normal,NULL,Serene Grace,Boosts the likelihood of additional effects occurring when attacking,Run Away,Enables a sure getaway from wild Pokémon,Rattled,Dark Ghost and Bugtype moves scare the Pokémon and boost its Speed stat,NULL,NULL,50,50,70,Gold,Johto,100,70,70,65,65,45,1,0,0,0,0,0,190,Medium Fast,1000000,145,Field,NULL,20,NULL,NULL
331,207,Gligar,Fly Scorpion Pokemon,NULL,NULL,NULL,11,648,Ground,Flying,Hyper Cutter,The Pokémons proud of its powerful pincers They prevent other Pokémon from lowering its Attack stat,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,Immunity,The immune system of the Pokémon prevents it from getting poisoned,NULL,NULL,50,50,70,Gold,Johto,65,75,105,35,65,85,0,0,1,0,0,0,60,Medium Slow,1059860,86,Bug,NULL,20,NULL,NULL
332,208,Steelix,Iron Snake Pokemon,NULL,NULL,NULL,92,4000,Steel,Ground,Rock Head,Protects the Pokémon from recoil damage,Sturdy,It cannot be knocked out with one hit Onehit KO moves cannot knock it out either,Sheer Force,Removes additional effects to increase the power of moves when attacking,NULL,NULL,50,50,70,Gold,Johto,75,85,200,55,65,30,0,0,2,0,0,0,25,Medium Fast,1000000,179,Mineral,NULL,25,1354,Metal Coat
333,209,Snubbull,Fairy Pokemon,NULL,NULL,NULL,06,78,Fairy,NULL,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,Run Away,Enables a sure getaway from wild Pokémon,Rattled,Dark Ghost and Bugtype moves scare the Pokémon and boost its Speed stat,NULL,NULL,25,75,70,Gold,Johto,60,80,50,40,40,30,0,1,0,0,0,0,190,Fast,800000,60,Field,Fairy,20,NULL,NULL
334,210,Granbull,Fairy Pokemon,NULL,NULL,NULL,14,487,Fairy,NULL,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition,Rattled,Dark Ghost and Bugtype moves scare the Pokémon and boost its Speed stat,NULL,NULL,25,75,70,Gold,Johto,90,120,75,60,60,45,0,2,0,0,0,0,75,Fast,800000,158,Field,Fairy,20,333,Level 23
335,211,Qwilfish,Balloon Pokemon,NULL,NULL,NULL,05,39,Water,Poison,Poison Point,Contact with the Pokémon may poison the attacker,Swift Swim,Boosts the Pokémons Speed stat in rain,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,NULL,NULL,50,50,70,Gold,Johto,65,95,85,55,55,85,0,1,0,0,0,0,45,Medium Fast,1000000,88,Water 2,NULL,20,NULL,NULL
336,212,Scizor,Pincer Pokemon,NULL,NULL,NULL,18,1180,Bug,Steel,Swarm,Powers up Bugtype moves when the Pokémons HP is low,Technician,Powers up the Pokémons weaker moves,Light Metal,Halves the Pokémons weight,NULL,NULL,50,50,70,Gold,Johto,70,130,100,55,80,65,0,2,0,0,0,0,25,Medium Fast,1000000,175,Bug,NULL,25,219,Metal Coat
337,213,Shuckle,Mold Pokemon,NULL,NULL,NULL,06,205,Bug,Rock,Sturdy,It cannot be knocked out with one hit Onehit KO moves cannot knock it out either,Gluttony,Makes the Pokémon eat a held Berry when its HP drops to half or less which is sooner than usual,Contrary,Makes stat changes have an opposite effect,NULL,NULL,50,50,70,Gold,Johto,20,10,230,10,230,5,0,0,1,0,1,0,190,Medium Slow,1059860,177,Bug,NULL,20,NULL,NULL
338,214,Heracross,Single Horn Pokemon,NULL,NULL,NULL,15,540,Bug,Fighting,Swarm,Powers up Bugtype moves when the Pokémons HP is low,Guts,Its so gutsy that having a status condition boosts the Pokémons Attack stat,Moxie,The Pokémon shows moxie and that boosts the Attack stat after knocking out any Pokémon,NULL,NULL,50,50,70,Gold,Johto,80,125,75,40,95,85,0,2,0,0,0,0,45,Slow,1250000,175,Bug,NULL,25,NULL,NULL
339,215,Sneasel,Sharp Claw Pokemon,NULL,NULL,NULL,09,280,Dark,Ice,Inner Focus,The Pokémons intensely focused and that protects the Pokémon from flinching,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Pickpocket,Steals an item from an attacker that made direct contact,NULL,NULL,50,50,35,Gold,Johto,55,95,55,35,75,115,0,0,0,0,0,1,60,Medium Slow,1059860,86,Field,NULL,20,NULL,NULL
340,216,Teddiursa,Little Bear Pokemon,NULL,NULL,NULL,06,88,Normal,NULL,Pickup,The Pokémon may pick up the item an opposing Pokémon used during a battle It may pick up items outside of battle too,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition,Honey Gather,The Pokémon may gather Honey after a battle,NULL,NULL,50,50,70,Gold,Johto,60,80,50,50,50,40,0,1,0,0,0,0,120,Medium Fast,1000000,66,Field,NULL,20,NULL,NULL
341,217,Ursaring,Hibernator Pokemon,NULL,NULL,NULL,18,1258,Normal,NULL,Guts,Its so gutsy that having a status condition boosts the Pokémons Attack stat,Quick Feet,Boosts the Speed stat if the Pokémon has a status condition,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,70,Gold,Johto,90,130,75,75,75,55,0,2,0,0,0,0,60,Medium Fast,1000000,175,Field,NULL,20,340,Level 30
342,218,Slugma,Lava Pokemon,NULL,NULL,NULL,07,350,Fire,NULL,Magma Armor,The Pokémon is covered with hot magma which prevents the Pokémon from becoming frozen,Flame Body,Contact with the Pokémon may burn the attacker,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat,NULL,NULL,50,50,70,Gold,Johto,40,40,40,70,40,20,0,0,0,1,0,0,190,Medium Fast,1000000,50,Amorphous,NULL,20,NULL,NULL
343,219,Magcargo,Lava Pokemon,NULL,NULL,NULL,08,550,Fire,Rock,Magma Armor,The Pokémon is covered with hot magma which prevents the Pokémon from becoming frozen,Flame Body,Contact with the Pokémon may burn the attacker,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat,NULL,NULL,50,50,70,Gold,Johto,60,50,120,90,80,30,0,0,2,0,0,0,75,Medium Fast,1000000,151,Amorphous,NULL,20,342,Level 38
344,220,Swinub,Pig Pokemon,NULL,NULL,NULL,04,65,Ice,Ground,Oblivious,The Pokémon is oblivious and that keeps it from being infatuated or falling for taunts,Snow Cloak,Boosts evasiveness in a hailstorm,Thick Fat,The Pokémon is protected by a layer of thick fat which halves the damage taken from Fire and Icetype moves,NULL,NULL,50,50,70,Gold,Johto,50,50,40,30,30,50,0,1,0,0,0,0,225,Slow,1250000,50,Field,NULL,20,NULL,NULL
345,221,Piloswine,Swine Pokemon,NULL,NULL,NULL,11,558,Ice,Ground,Oblivious,The Pokémon is oblivious and that keeps it from being infatuated or falling for taunts,Snow Cloak,Boosts evasiveness in a hailstorm,Thick Fat,The Pokémon is protected by a layer of thick fat which halves the damage taken from Fire and Icetype moves,NULL,NULL,50,50,70,Gold,Johto,100,100,80,60,60,50,1,1,0,0,0,0,75,Slow,1250000,158,Field,NULL,20,344,Level 33
346,222,Corsola,Coral Pokemon,NULL,NULL,NULL,06,50,Water,Rock,Hustle,Boosts the Attack stat but lowers accuracy,Natural Cure,All status conditions heal when the Pokémon switches out,Regenerator,Restores a little HP when withdrawn from battle,NULL,NULL,25,75,70,Gold,Johto,65,55,95,65,95,35,0,0,1,0,1,0,60,Fast,800000,144,Water 1,Water 3,20,NULL,NULL
347,223,Remoraid,Jet Pokemon,NULL,NULL,NULL,06,120,Water,NULL,Hustle,Boosts the Attack stat but lowers accuracy,Sniper,Powers up moves if they become critical hits when attacking,Moody,Raises one stat sharply and lowers another every turn,NULL,NULL,50,50,70,Gold,Johto,35,65,35,65,35,65,0,0,0,1,0,0,190,Medium Fast,1000000,60,Water 1,Water 2,20,NULL,NULL
348,224,Octillery,Jet Pokemon,NULL,NULL,NULL,09,285,Water,NULL,Suction Cups,This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out,Sniper,Powers up moves if they become critical hits when attacking,Moody,Raises one stat sharply and lowers another every turn,NULL,NULL,50,50,70,Gold,Johto,75,105,75,105,75,45,0,1,0,1,0,0,75,Medium Fast,1000000,168,Water 1,Water 2,20,347,Level 25
349,225,Delibird,Delivery Pokemon,NULL,NULL,NULL,09,160,Ice,Flying,Vital Spirit,The Pokémon is full of vitality and that prevents it from falling asleep,NULL,NULL,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep,NULL,NULL,50,50,70,Gold,Johto,45,55,45,65,45,75,0,0,0,0,0,1,45,Fast,800000,116,Water 1,Field,20,NULL,NULL
350,226,Mantine,Kite Pokemon,NULL,NULL,NULL,21,2200,Water,Flying,Swift Swim,Boosts the Pokémons Speed stat in rain,Water Absorb,Restores HP if hit by a Watertype move instead of taking damage,Water Veil,The Pokémon is covered with a water veil which prevents the Pokémon from getting a burn,NULL,NULL,50,50,70,Gold,Johto,85,40,70,80,140,70,0,0,0,0,2,0,25,Slow,1250000,170,Water 1,NULL,25,656,With Remoraid In The Party
351,227,Skarmory,Armor Bird Pokemon,NULL,NULL,NULL,17,505,Steel,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémons accuracy,Sturdy,It cannot be knocked out with one hit Onehit KO moves cannot knock it out either,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat,NULL,NULL,50,50,70,Gold,Johto,65,80,140,40,70,70,0,0,2,0,0,0,25,Slow,1250000,163,Flying,NULL,25,NULL,NULL
352,228,Houndour,Dark Pokemon,NULL,NULL,NULL,06,108,Dark,Fire,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Flash Fire,Powers up the Pokémons Firetype moves if its hit by one,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,35,Gold,Johto,45,60,30,80,50,65,0,0,0,1,0,0,120,Slow,1250000,66,Field,NULL,20,NULL,NULL
353,229,Houndoom,Dark Pokemon,NULL,NULL,NULL,14,350,Dark,Fire,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon,Flash Fire,Powers up the Pokémons Firetype moves if its hit by one,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries,NULL,NULL,50,50,35,Gold,Johto,75,90,50,110,80,95,0,0,0,2,0,0,45,Slow,1250000,175,Field,NULL,20,352,Level 24
354,230,Kingdra,Dragon Pokemon,NULL,NULL,NULL,18,1520,Water,Dragon,Swift Swim,Boosts the Pokémons Speed stat in rain,Sniper,Powers up moves if they become critical hits when attacking,Damp,Prevents the use of explosive moves such as SelfDestruct by dampening its surroundings,NULL,NULL,50,50,70,Gold,Johto,75,95,95,95,95,85,0,1,0,1,1,0,45,Medium Fast,1000000,243,Water 1,Dragon,20,213,Dragon Scale
355,231,Phanpy,Long Nose Pokemon,NULL,NULL,NULL,05,335,Ground,NULL,Pickup,The Pokémon may pick up the item an opposing Pokémon used during a battle It may pick up items outside of battle too,NULL,NULL,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,NULL,NULL,50,50,70,Gold,Johto,90,60,60,40,40,40,1,0,0,0,0,0,120,Medium Fast,1000000,66,Field,NULL,20,NULL,NULL
356,232,Donphan,Armor Pokemon,NULL,NULL,NULL,11,1200,Ground,NULL,Sturdy,It cannot be knocked out with one hit Onehit KO moves cannot knock it out either,NULL,NULL,Sand Veil,Boosts the Pokémons evasiveness in a sandstorm,NULL,NULL,50,50,70,Gold,Johto,90,120,120,60,60,50,0,1,1,0,0,0,60,Medium Fast,1000000,175,Field,NULL,20,355,Level 25
357,233,Porygon2,Virtual Pokemon,NULL,NULL,NULL,06,325,Normal,NULL,Trace,When it enters a battle the Pokémon copies an opposing Pokémons Ability,Download,Compares an opposing Pokémons Defense and Sp Def stats before raising its own Attack or Sp Atk statwhichever will be more effective,Analytic,Boosts move power when the Pokémon moves last,NULL,NULL,0,0,70,Gold,Johto,85,80,90,105,95,60,0,0,0,2,0,0,45,Medium Fast,1000000,180,Mineral,NULL,20,232,Upgrade
358,234,Stantler,Big Horn Pokemon,NULL,NULL,NULL,14,712,Normal,NULL,Intimidate,The Pokémon intimidates opposing Pokémon upon entering battle lowering their Attack stat,Frisk,When it enters a battle the Pokémon can check an opposing Pokémons held item,Sap Sipper,Boosts the Attack stat if hit by a Grasstype move instead of taking damage,NULL,NULL,50,50,70,Gold,Johto,73,95,62,85,65,85,0,1,0,0,0,0,45,Slow,1250000,163,Field,NULL,20,NULL,NULL
